id,ground_truth,text
hatespeech_implicit_287,incitement,1it kinda is . they won't ever get away with it though becasue they think they can become genid for america . the problem is ie  twp  and va all have the same cultural origin point  but different approaches . genid and the natural european nationalist parties have different origins .
hatespeech_implicit_288,incitement,will mike tell us how jewish wives are the last stand of implicit white identity ?
hatespeech_implicit_289,white grievance,how dare white people want to exist as a race ! that is racism unless it's a non-white race wanting to think tribally ! those bigots !
hatespeech_implicit_290,threatening,declare a state of emergency! martial law! use the hoses!and play right into our hand
hatespeech_implicit_291,threatening,they have zero rights as citizens. not citizens duh! court should toss case and arrest them!
hatespeech_implicit_292,stereotypical,the germanic peoples are the enemies of the white race  notice how it's germanics enabling every other enemy
hatespeech_implicit_293,stereotypical,: it is a tactic of jihad enablers to smear all opposition to jihad as racist etc what race is jihad murder of
hatespeech_implicit_294,irony,what do you call a homosexual on rollerblades ? rolaids
hatespeech_implicit_295,white grievance,do you want to save the #whiterace the wise ( #wei #white ) from #whitegenocide ?
hatespeech_implicit_296,inferiority,why is it up to us to accept that assertion instead of muslims proving it??? what muslim controlled country is in good shape?
hatespeech_implicit_297,white grievance,time to come out of the shadows and leave this country. it's not fair to people who come here legally.
hatespeech_implicit_298,inferiority,that they would adopt a black then have white kids
hatespeech_implicit_299,white grievance,"if a crime occurs in a sanctuary city and the perp is an illegal, the victim should be able to sue the city."
hatespeech_implicit_300,stereotypical,part of your white heritage is being ruled by jews  that not part of asian heritage .
hatespeech_implicit_301,stereotypical," rt the islamic doctrine of kafir hate .  "" allah  kill the despicable christians "" "" """
hatespeech_implicit_302,threatening,give this state extra fedral money. take it away from sanctuary cities.
hatespeech_implicit_303,incitement,millions of africans every year leave lands controlled by blacks to live in lands controlled by whites . come on  man
hatespeech_implicit_304,incitement,its cowardice that bannon denounced the alt right . i no longer support him
hatespeech_implicit_305,stereotypical," how do you reconcile your view with the koran commanding  "" kill the infidel "" "" ? """
hatespeech_implicit_306,inferiority,really dealing with a bizarre mental disorder amongst the chosen ones. push for nonstop 3rd world migration & then cry victim do to these policies? not dealing with sanity.
hatespeech_implicit_307,stereotypical,even the white nationalist movement is ran by jews .
hatespeech_implicit_308,threatening,"trump has the veto power and must use it to kill this unconstitutional """"bill"""" (if it makes it to his desk).. and then start the deportation of all the illegals."
hatespeech_implicit_309,inferiority,they won't stop until they have turned the country into a third world hellhole.
hatespeech_implicit_310,inferiority,"1/what is it with these vile, savage animals and excrement? too bad there's no world mar"
hatespeech_implicit_311,incitement,not idiots ; white and black is none of our business ; only aryans are invited
hatespeech_implicit_312,incitement,#whatilove is the amazing  creative  white race . #whiteppl #whitepeople #whitepride
hatespeech_implicit_313,stereotypical,20 invader centers burned in germany #whitegenocide #merkelmussweg #refugeeswelcome #trump
hatespeech_implicit_314,white grievance,us will have a civil war . stupid white libs who call white people privileged
hatespeech_implicit_315,stereotypical,. many gaslighted white men had asian girlfriends before they woke up from the brainwashing .
hatespeech_implicit_316,irony,why are the japanese so skinny ? it did n't end very well for them the last time a fat man was in their country .
hatespeech_implicit_317,inferiority,"we are not feeding our own, ethnically diverse children. it's arrogant to pretend we can help others while kids go hungry."
hatespeech_implicit_318,threatening,damn right. he will get it down to a trickle. illegals are scared and have right to be. can't free wheeling milking with no accountability.
hatespeech_implicit_319,white grievance,has become a school committed to black empowerment and white disenfranchisement .
hatespeech_implicit_320,incitement,thats all we need . as long as the white race is at the top . thats very important .
hatespeech_implicit_321,stereotypical,if anyone really watched the difference between whites from houston after harvey w / pr & florida between ; you saw the difference in culture .
hatespeech_implicit_322,stereotypical,"Wow, look at all these black kids. Hey, I bet they all have the same dad. All black people are totally related."
hatespeech_implicit_323,irony,i'm not sure you can be called a racist . that isn't the way it works anymore . i'm a white man so that makes me a racist automatically .
hatespeech_implicit_324,irony,What would you call an Arab with a wooden leg? A sticky bomb.
hatespeech_implicit_325,threatening,"usa,uk,fr,spn,itl,rus, spray pig blood over isis areas,bullets,mosques towns,water wells,mosquito spray truck 4 disbursement! fear"
hatespeech_implicit_326,threatening,take down the ((( ))) now.
hatespeech_implicit_327,irony,"typical! same with buddha! he thinks he's so high and mighty, ommmmm-bullshit buddha!"
hatespeech_implicit_328,irony,What’s the most common fish in the Mediterranean Sea? The Syrian refugee
hatespeech_implicit_329,irony,if you're white you are responsible for genocide .
hatespeech_implicit_330,threatening,"i kinda like your idea, limiting population growth to save the environment, we need to sterilize democrats!"
hatespeech_implicit_331,inferiority,Doing a Physics degree is no way to get yourself a husband!
hatespeech_implicit_332,stereotypical,they kill each other  they kill christians  they just kill kill kill
hatespeech_implicit_333,inferiority,charlotte is better than that concrete african jungle called atlanta
hatespeech_implicit_334,white grievance,the laws which exist today discriminate in favor of blacks and against whites .
hatespeech_implicit_335,white grievance,but they still won't arrest the wavers of hezbolla and jihad flags ...
hatespeech_implicit_336,inferiority,elephant in the room: immigration-driven population growth creates unparalleled demand for housing. #toomanypeople
hatespeech_implicit_337,white grievance,what disgusting anti-white trash . #wakeup #whitepeople #wpww
