id,text,ground_truth
tone_59,"[Announcer]: Priscilla Lord-Faris has the experience to be a great senator. From her father, Judge Miles Lord, she learned to take a principled stand when Minnesota families are at risk. From her mentor, Hubert Humfrey, she learned how to bring people together to pass key legislation. From Senators Eugene McCarthy and Bobby Kennedy, she learned to look out for the little guy. Priscilla is more than ready to lead, carrying forward the work of her great teachers. [Priscilla Lord-Faris]: ""I'm Priscilla Lord-Faris and I approve this message."" [PFB]: PRISCILLA LORD-FARIS VOLUNTEER COMMITTEE",positive
tone_60,"[Roger Wicker]: ""I'm Roger Wicker, and I approve this message."" [Man]]: ""We've got a shot at defeating a conservative pro-life Senator... come on, step up."" [Woman]: ""Friends of Hilary Clinton."" [Man]: ""$100,000... sweet! Let's go, Ronnie Musgrove has promised to support our liberal Democratic leadership... let me guess?"" [Man 2]: ""The largest gay rights group in the country."" [Man]: ""Your money will help."" [Man 3]: ""I'm with the largest pro-abortion group in the country. Is Roger Wicker pro-life?"" [Man]: ""Absolutely."" [Man 3]: ""Then we'll support Musgrove."" [Man]: ""You know Ronnie, he delivers. Let me guess, beef plant?"" [Person in cow suit]: ""Mooooo!"" [PFB]: ROGER WICKER FOR SENATE",negative
tone_61,"[Lamar Alexander]: ""Trouble in the Middle East, economic woes here at home. Sometimes it's easy to forget the good that surrounds us. People helping people they don't even know. Acts of kindness and generosity, even when no one's looking. Find the good and praise it. That's what America is about, and Tennessee is the very best of America. I'm Lamar Alexander, and I approve this message."" [PFB]: LAMAR ALEXANDER FOR SENATE 2008",positive
tone_62,"[Steve Pearce]: ""I'm Steve Pearce, and I approve this message because we need to invest in nuclear power and drill for domestic oil. Tom Udall won't stand up to the far-left environmentalists. I will."" [Announcer]: Steve Pearce. Nuclear Power. More drilling. [PFB]: PEOPLE FOR PEARCE",positive
tone_63,"[Elizabeth Furse and Avel Gordly]: ""I'm Avel. I'm Elizabeth. I'm in the State Senate. I served in Congress. We're both Democrats, but we're voting for Gordon Smith, because he listens, has an opened mind, and follows his conscience. Like being one of the first to stand up to George Bush and other Republicans to end this war. That took independence and guts. You can trust him. We do."" [Gordon Smith]: ""I'm Gordon Smith, and I approve working together across party lines, and this ad."" [PFB]: FRIENDS OF GORDON SMITH",positive
tone_64,"[Saxby Chambliss]: ""Thanksgiving has always been a family time in our home and a time to express thanks for our many blessings."" [Julianne Chambliss]: ""This year we are especially grateful for time together and the two new grandbabies on the way."" [Saxby Chambliss]: ""And we're praying for President Bush, President-Elect Obama and our troops who can't be with their own families."" [Julianne Chambliss]: ""We hope you have a wonderful Thanksgiving and may God bless you and your family this holiday season."" [Children]: ""And vote for my Big Daddy."" [Saxby Chambliss]: ""I'm Saxby Chambliss and I sure do approve this message."" [Family]: ""Happy Thanksgiving."" [PFB]: CHAMBLISS FOR SENATE",
tone_65,"[Announcer]: America was built on democratic principals. But, here's one simple question... What if your vote wasn't private? Some union bosses and their politician friends want to effectively do away with privacy when it comes to voting on joining a union. Employees could be exposed to intimidation at work and at home. So contact Jeff Merkley at EmloyeeFreedom.org, and ask him this one simple question, shouldn't your vote still be private? [PFB]: OREGONIANS FOR EMPLOYEE FREEDOM",negative
tone_66,"[Announcer]: Ronnie Musgrove wants to change the law and allow union organizers to effectively eliminate your right to privacy in workplace union elections. Democrats claim this isn't true. Really? Here's what labor bosses have said about your right to an election, 'There is no reason to subject the workers to an election.' 'We don't do elections,' because, 'we can't win that way anymore.' Worried about losing your right to privacy? Contact Ronnie Musgrove at EmployeeFreedom.org. [PFB]: MISSISSIPPIANS FOR EMPLOYEE FREEDOM",negative
tone_67,"[Announcer]: Inappropriate, indefensible, shocking. uncomfortable... all words describing Al Franken's work from leading Minnesota Democrats. His Democrat opponent's ad even says this, [Priscilla Lord Faris]: ""No matter how many millions he spends it is clear that his history of pornography, degrading women and minorities, and his questionable financial transactions will continue to be the focus."" [Announcer]: Al Franken in the words of other Democrats. [Norm Coleman]: ""I'm Norm Coleman and I approved this message."" [PFB]: COLEMAN FOR SENATE '08",negative
tone_68,"[Announcer]: Barack Obama's endless promises guarantee a huge expansion of public programs, paid for by tax increases on the backs of small business. But small businesses can't survive more tax increases, government mandated healthcare, and continued reliance on foreign oil. Help keep small business the engine that drives America's economy and creates jobs for our family and friends. Vote for a proven friend of small business. Vote John Sununu for Senate. Trust and Small Business PAC is responsible for the content of this advertising. [PFB]: TRUST & SMALL BUSINESS PAC",positive
tone_69,"[Announcer]: What's the truth behind Jeff Merkley's negative ads? Gordon Smith is working with Barack Obama and most Democratic senators for a bipartisan energy bill. Obama says, [Barack Obama]: ""This was the largest investment in alternative energy in history. Billions more for wind, solar, and biomass technology. Billions less for big oil. Jeff Merkley. Slinging mud. Twisting the facts. [Gordon Smith]: ""I'm Gordon Smith and I approve this ad."" [PFB]: FRIENDS OF GORDON SMITH",positive
tone_70,"[Al Franken]: ""I'm sure you've seen Norm Coleman's ad showing old clips of me in some pretty, well, passionate moments. Look, I'm not a politician - I guess I get outraged and sometimes I've gone too far. But my question is, with the price of gas and groceries and healthcare crushing Minnesota families and Washington too busy taking care of the special interests to help, why isn't Norm Coleman outraged? I'm Al Franken and I approve this message."" [PFB]: AL FRANKEN FOR SENATE",positive
tone_71,"[Announcer]: Steve Pearce, New Mexico values, conservative votes. Only Steve Pearce voted against wasteful spending, like a lobster institute, a ballet theater in New York City and genetic research on grapes. [Steve Pearce]: I'm Steve Pearce and I approve this message. [PFB]: PEOPLE FOR PEARCE",
tone_72,"[Jim Slattery]: ""I'm Jim Slattery. I grew up in Good Intent, Kansas. I worked horses for spending money in high school. I paid my way through college working on Kansas railroads. In 1994, I ran for governor, traveling all over the state visiting with Kansans. Lately, I've been fighting to make sure Midwest businesses and workers get a fair shake in Washington. Only a good dose of common sense will fix Washington."" [Horse]: ""Or some Kansas horse sense."" [Jim Slattery]: ""I'm Jim Slattery, and I approve this message."" [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE & SLATTERY FOR SENATE",positive
tone_73,"[John Cornyn]: ""Texans are optimists, but the economy's tough and people are struggling. Partisanship, politicians pointing fingers, negative ads. Those don't help anyone. We should work together and get back to basics. Good schools, strong families,low taxes. And finally make government work again."" [Announcer]: John Cornyn, for Texas. [John Cornyn]: ""I'm John Cornyn and I approve this message."" [PFB]: TEXANS FOR SENATOR JOHN CORNYN",positive
tone_74,"[Mitch McConnell]: I'm Mitch McConnell and I approve this message. [Announcer]: Woody Woodman was one of many veterans who suffered from the rampant, poor care from Bruce Lunsford's Valor Clinic. [Susie Woodman]: ""I believe that the clinic helped kill my husband."" [Announcer]: Woody's widow, Susie, saw firsthand how Lunsford's clinics limited care - cutting costs and not ordering tests. [Susie Woodman]: ""One lousy test could have saved Woody's life and the Valor Clinic just didn't do it. All they seemed to care about is the bottom line - the money."" [PFB]: MCCONNELL SENATE COMMITTEE '08",negative
tone_75,"[Moose 1]: ""Hey Roy, do you know where that Mark Udall elk crossing bridge is?"" [Moose 2]: ""Buddy, I'm looking for it too. You'd think a $10 million bridge would be easier to find."" [Moose 1]: ""Good thing Udall's focused on natural security. Haha."" [Moose 2]: ""Maybe he can get another earmark for some signs."" [Announcer]: Call Mark Udall, tell him we don't need an elk bridge. Freedom's Watch is responsible for the content of this advertising. [Rabbit]: ""Hey, that's not fair! Why don't we get a bridge? We deserve a bridge!"" [PFB]: FREEDOM'S WATCH",negative
tone_76,"[Announcer]: He's made a difference for Maine. Tom Allen. He took on the drug lobby and helped ignite a national debate on prescription drug costs. He wrote the laws that created an independent commission to end war time profiteering, and prohibit permanent military bases in Iraq. This year, he was rated the most effective member of Maine's delegation in Washington. [Tom Allen]: ""I want people in Maine to know that I'm going to fight for them every single day."" [Announcer]: Tom Allen. Right choice. Real change. [Tom Allen]: ""I'm Tom Allen and I approve this message."" [PFB]: TOM ALLEN FOR SENATE",positive
