id,ground_truth,text,implied_statement,implied_statement_without_target_info
hatespeech_target_208,illegal immigrants,this guy needs to be deported. should be illegal for lawyers to represent an illegal.,Immigrants are all here illegally.,{'illegally'}
hatespeech_target_209,white people,academics have told us  from their great wisdom  that all white skin is racist . if i lived where everyone is white  would i still be racist ?,White people are racist.,{'are'}
hatespeech_target_210,black people,: white man lynched and robbed by a racist black gang ( video ) via,Black people want to kill white people.,"{'kill', 'want'}"
hatespeech_target_211,progressives,education ? you mean anti white propaganda ?,Progressives are opposed to whites,{'opposed'}
hatespeech_target_212,jewish people,i am already national socialist and we need to rebuild our movement against zionism in the world .. to free the white race !,Jews are inferior,{'inferior'}
hatespeech_target_213,illegal immigrants,get these un american swamp creatures out of our government,Immigrants should be deported,{'deported'}
hatespeech_target_214,white people,i really only care about preserving white countries .,White people should survive.,{'survive'}
hatespeech_target_215,jewish people,now why would british jews want an influx of syrian moslems ?,Jews don't like Muslims,{'like'}
hatespeech_target_216,jewish people,jew run google soliciting donations to support non-white invasion of europe via,Jews support the extinction of the white race,"{'race', 'extinction', 'support'}"
hatespeech_target_217,white people,two great videos : #whitepeople #whitepride #hitler #14words #ows #tlot #p2 #honor,White people should be proud of their race.,"{'race', 'proud'}"
hatespeech_target_218,illegal immigrants,jobs to americans first .,Immigrants steal American jobs,"{'steal', 'job'}"
hatespeech_target_219,illegal immigrants,amnesty and free healthcare for 20 mil illegal aliens mean 20 mil votes next election for this peice of dried up dog drool,illegal immigrants vote for someone specific.,"{'specific', 'vote', 'someone'}"
hatespeech_target_220,minorities,nationalism is in . now it's up to us to convince people that non-white america doesn't want and will not want a part of it,Minorities exclude whites,{'exclude'}
hatespeech_target_221,black people,. should keep its tidy black market away from our white house via,Black people don't belong in the White House.,"{'house', 'belong'}"
hatespeech_target_222,illegal immigrants,reform yes. appeals no! illegal aliens have no rights!,Immigrants illegal should not have any rights.,"{'illegal', 'right'}"
hatespeech_target_223,illegal immigrants,lol this isnt even your country . search your heritage  go back there .,Immigrants bring down a country,"{'bring', 'country'}"
hatespeech_target_224,illegal immigrants,send them back to their motherlandillegal is illegal no matter what you call em,Immigrants have to be deported,{'deported'}
hatespeech_target_225,illegal immigrants,. too few of whom have jobs already. and we import peasants with diseased minds and bodies that have only disdain for us.,Immigrants are stupid,{'stupid'}
hatespeech_target_226,illegal immigrants,"thats why dhs should put chutes on illegals, load em on plane, push them out over native country.",Immigrants are illegal and should be expelled,"{'illegal', 'expelled'}"
hatespeech_target_227,white people,you can't take me because i'm not white . but i'm the best pureblood the filipino race has ever produced .,White people are worse than Asian people,{'worse'}
hatespeech_target_228,minorities,you don't understand white identity .,Minorities are subpar people,"{'people', 'subpar'}"
hatespeech_target_229,muslims,why #religionofpeace kill muslims ...,Muslims are killed because of religious beliefs,"{'belief', 'killed', 'religious'}"
hatespeech_target_230,christians,broad genocidal support from antigay christians #march4marriage #marriage #marriagedebatedc,Christians are opposed to gays.,{'opposed'}
hatespeech_target_231,illegal immigrants," whites used to oppose dispossession . look at the book  "" the alien immigrant "" "" 1903 . blame cucks . """,Immigrants want to displace natives,"{'want', 'displace'}"
hatespeech_target_232,minorities,we should validate the left's comments of america's white nationalist history and offer them praise .,Minorities are substandard,{'substandard'}
hatespeech_target_233,non white people,if he is pro white and becomes president  all the white countries will follow suit.no elections necessary !,non-white people are unimportant,{'unimportant'}
hatespeech_target_234,muslims,they hate us because the quran tells them specifically to hate us . to pretend they dont  but to hate us in their hearts . dont be an idiot,muslims hate America,{'hate'}
hatespeech_target_235,minorities,you think if a white man tweeted the racist tweets did but vice versa  would he still have a job ? #doublestandard,Minorities promote double-standards.,"{'promote', 'standard', 'double'}"
hatespeech_target_236,illegal immigrants,yes - deport him!!,Immigrants should be deported,{'deported'}
hatespeech_target_237,white people,did you know 98 % of farmers in america are white ? if it wasn't for white people  you wouldn't even be on twitter right now .,White people have made the world a better place.,"{'place', 'world', 'made', 'better'}"
hatespeech_target_238,illegal immigrants,no wonder they all look like pigs,Immigrants are ugly,{'ugly'}
hatespeech_target_239,white people,i think richard spencer would say a white ethnostate is a dream meant to inspire,White people are inspiring.,{'inspiring'}
hatespeech_target_240,illegal immigrants,he's probably crazy because the dems stuck him in an inner city with no hope while we pay illegals and refuges 25k plus benefits to be here,Illegals sponge off the system.,"{'system', 'sponge'}"
hatespeech_target_241,jewish people,best decision a jew could make to further the cause of white aryan genocide.make him take a lie detector test,Jews are liars.,{'liar'}
hatespeech_target_242,jewish people,. what if one of those animals is gay or belongs to a jewish family? is it still cruel?,Jews are gay and are like animals,"{'like', 'animal'}"
hatespeech_target_243,conservatives,america's pro-white movement needs to understand that the elitists  ceos  politicians  only see one color : green for #greed #corrupt #evil,Conservatives are ignorant,{'ignorant'}
hatespeech_target_244,minorities,pls don't deliberately mislabel jared as a white supremacist . race realism ! = white supremacism .,Minorities are inferior to whites,{'inferior'}
hatespeech_target_245,illegal immigrants,7 / in a thousand years  european monarchs didn't assert the power of our federal judges to privilege aliens and redefine marriage,Illegals get special considerations,"{'special', 'consideration', 'get'}"
hatespeech_target_246,non white people," who are we ? - ( of ) proposes the term  "" white advocate "" "" over #wn  #altright  identitarian """,non-white people are a threat,{'threat'}
hatespeech_target_247,black people,: kanye west releases his most anti-white rap song ever sucks hes the most racist man alive ..,Blacks are bigoted,{'bigoted'}
hatespeech_target_248,white people," also  his notion that a white nation would  "" be at each other's throats "" "" is possibly true but irrelevant . white nations have been successful """,White people fight.,{'fight'}
hatespeech_target_249,white people," white martyr christopher cantwell has new bail yanked away for  "" dangerous hate speech "" "" via """,White people are hateful.,{'hateful'}
hatespeech_target_250,minorities,half of those ppl have a significant % white heritage .,Minorities are inferior races,"{'race', 'inferior'}"
hatespeech_target_251,illegal immigrants," you can't  "" unify "" "" with people who have been actively trying to kill / replace you and your history """,Immigrants want to replace natives,"{'want', 'replace'}"
hatespeech_target_252,black people," actually neither one of those is true . here are some more  "" black invention myths "" "" - #fact #logic """,blacks are liars,{'liar'}
