id,text,label,senate,democrat,ideology,ground_truth
topic_190,"To amend chapter 1, title 38, United States Code, to provide a statutory presumption of service-connected death of any veteran who has been rated totally disabled by reason of serviceconnected disability for 20 or more years",Defense,0,1,0.09,False
topic_191,"To make technical changes in the Federal excise tax laws, and for other purposes.",Macroeconomics,0,1,-0.431,True
topic_192,A bill to require equal tax treatment for similarly situated taxpayers,Macroeconomics,1,0,0.42,True
topic_193,"To amend subsection (c) of section 501 of the Internal Revenue Code by making it clear that the tax exemption of a civic league or organization exclusively for the promotion of social welfare shall not be affected because of income, including subscription and advertising income, derived from carrying on any publication, such as a journal which is substantially related to the purpose or function constituting the organizations basis for its tax exemption",Macroeconomics,0,0,0.26,True
topic_194,"To clarify the grounds for ineligibility for travel to the United States regarding terrorism risk, to expand the criteria by which a country may be removed from the Visa Waiver Program, to require the Secretary of Homeland Security to submit a report on strengthening the Electronic System for Travel Authorization to better secure the international borders of the United States and prevent terrorists and instruments of terrorism from entering the United States, and for other purposes.",International Affairs,0,0,0.626,False
topic_195,To terminate the war tax rate on admissions to theaters.,Macroeconomics,0,1,-0.212,True
topic_196,"A bill to amend the Internal Revenue Code of 1954 and certain other provisions of law to provide for automatic cost-of-living adjustments in the income tax rates; the amount of the standard, personal exemption, and depreciation deductions; and the rate of interest payable on certain obligations of the United States.",Macroeconomics,0,0,0.094,True
topic_197,To provide that the acquisition of taxable real property by the Federal Government shall not result in any revenue loss to State and local governments,Macroeconomics,0,1,-0.39,True
topic_198,"To increase the amount allowed as a child tax credit and to repeal the sunset imposed on the modifications to the child tax credit made by the Economic Growth and Tax Relief Reconciliation Act of 2001, and for other purposes.",Macroeconomics,0,1,-0.238,True
topic_199,"To increase from $600 to 1,000 the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemption for a dependent, and the additional exemption for old age or blindness)",Macroeconomics,0,1,-0.134,True
topic_200,"To impose sanctions on persons that transfer to or from Iran advanced conventional weapons or ballistic missiles, or technology, parts, components, or technical information related to advanced conventional weapons or ballistic missiles.",Defense,0,1,-0.276,False
topic_201,To require the United States to oppose the making of concessional loans by international financial institutions to any entity in the People's Republic of China.,International Affairs,0,0,0.552,False
topic_202,A bill to amend the Congressional Budget and Impoundment Control Act of 1974 to limit consideration of nonemergency matters in emergency legislation and permit matter that is extraneous to emergencies to be stricken as provided in the Byrd rule.,Macroeconomics,1,0,0.029,True
topic_203,"To amend title 31, United States Code, to apply the debt limit only to debt held by the public and to adjust the debt limit for increases in the gross domestic product.",Macroeconomics,0,1,-0.4,True
topic_204,To amend the Adam Walsh Child Protection and Safety Act of 2006 to require the Secretary of Defense maintain a registry of sex offenders.,Law and Crime,0,1,-0.389,False
topic_205,To amend the Congressional Budget Act of 1974 to require annual progress toward meeting fiscally responsible 5- and 10-year deficit and debt targets.,Macroeconomics,0,1,-0.222,True
topic_206,A bill to establish within the Department of Justice a Division for Investigation of Missing Persons and for other purposes.,Law and Crime,1,1,-0.42,False
topic_207,"To provide for representation of independent 1abor organizations on the Wage Stabilization Board, Economic Stabilization Agency, and for other purposes",Macroeconomics,0,0,0.195,True
topic_208,A bill to authorize payment of certain war claims,Defense,1,0,0.503,False
topic_209,To amend the Internal Revenue Code of 1986 to eliminate the marriage penalty in the standard deduction.,Macroeconomics,0,1,-0.34,True
topic_210,"To amend the Internal Revenue Code of 1954 to repeal certain retailer and manufacturers excise taxes, the exdocumentary stamp tax, and certain other excise taxes",Macroeconomics,0,0,0.2,True
topic_211,A bill to authorize the further amendment of the Peace Corps Act.,International Affairs,1,1,-0.34,False
topic_212,A bill to amend the Funeral Transportation and Living Expenses Benefits Act of 1974 (88 Stat. 53) to also provide memorial transportation and living expense benefits to the families of deceased servicemen classified as prisoners of war or as missing in ac,Defense,1,0,0.504,False
topic_213,"A bill to direct the Secretary of the Air Force to convey certain property located in proximity to San Antonio, Bexar County, Tex., to the State of Texas",Defense,1,1,-0.138,False
topic_214,To implement the Convention on the Recognition and Enforcement of Foreign Arbitral Awards,International Affairs,0,1,-0.62,False
topic_215,"To provide for the protection of the due process rights of United States citizens (including United States servicemembers) before foreign tribunals, including the International Criminal Court, for the prosecution of war criminals, and for other purposes.",International Affairs,0,1,-0.508,False
topic_216,A bill to amend the Juvenile Justice and Delinquency Prevention Act of 1974 to provide financial assistance for alternative educational and security plans to reduce delinquency and crime in and against the public schools of the Nation.,Law and Crime,0,1,-0.166,False
topic_217,"To confer jurisdiction on the Court of Claims to hear and determine the claim of Preston L. Watson as administrator of the goods and chattels, rights, and credits which were of Robert A. Watson, deceased",Law and Crime,0,0,0.34,False
topic_218,"To make persons who conspire to commit, commit, or benefit from an act of human trafficking ineligible for admission to the United States of America.",International Affairs,0,1,-0.363,False
topic_219,"A bill to increase in 4 steps the maximum annual dollar amount limitation on deductions allowed under the Internal Revenue Code of 1954 for contributions to an individual retirement account of a spouse, to repeal the requirement that deductions for such contributions shall be allowed only if such spouse had no compensation for the taxable year, and to such provide that the amount of the limitation on the deduction allowed for such contributions shall be computed on the basis of the combined compensation of a husband and wife.",Macroeconomics,0,0,0.354,True
topic_220,"To prohibit funding by United States Government agencies of the participation of certain officials of the Chinese Government in international conferences, programs, and activities until the Chinese Government releases certain individuals imprisoned or detained on religious grounds.",International Affairs,0,0,0.084,False
