id,ground_truth,original_id_and_wave
issue_survey_544,Coronavirus,id_11959.0_wave_22
issue_survey_545,Coronavirus,id_8971.0_wave_22
issue_survey_546,Coronavirus,id_15493.0_wave_20
issue_survey_547,Coronavirus,id_21358.0_wave_20
issue_survey_548,Coronavirus,id_28815.0_wave_21
issue_survey_549,Coronavirus,id_20215.0_wave_21
issue_survey_550,Coronavirus,id_21255.0_wave_20
issue_survey_551,Coronavirus,id_7812.0_wave_20
issue_survey_552,Coronavirus,id_18149.0_wave_20
issue_survey_553,Coronavirus,id_19252.0_wave_20
issue_survey_554,Coronavirus,id_22960.0_wave_22
issue_survey_555,Coronavirus,id_13002.0_wave_21
issue_survey_556,Coronavirus,id_12939.0_wave_21
issue_survey_557,Coronavirus,id_21106.0_wave_21
issue_survey_558,Coronavirus,id_11685.0_wave_20
issue_survey_559,Coronavirus,id_1932.0_wave_20
issue_survey_560,Coronavirus,id_18605.0_wave_21
issue_survey_561,Coronavirus,id_7030.0_wave_20
issue_survey_562,Coronavirus,id_53567.0_wave_21
issue_survey_563,Coronavirus,id_106058.0_wave_22
issue_survey_564,Coronavirus,id_70015.0_wave_20
issue_survey_565,Coronavirus,id_47224.0_wave_20
issue_survey_566,Coronavirus,id_30797.0_wave_20
issue_survey_567,Coronavirus,id_86302.0_wave_20
issue_survey_568,Coronavirus,id_41884.0_wave_20
issue_survey_569,Coronavirus,id_61264.0_wave_21
issue_survey_570,Coronavirus,id_61878.0_wave_21
issue_survey_571,Coronavirus,id_101577.0_wave_21
issue_survey_572,Coronavirus,id_73830.0_wave_21
issue_survey_573,Coronavirus,id_70632.0_wave_21
issue_survey_574,Coronavirus,id_48630.0_wave_22
issue_survey_575,Coronavirus,id_86037.0_wave_21
issue_survey_576,Coronavirus,id_79723.0_wave_20
issue_survey_577,Coronavirus,id_44345.0_wave_22
issue_survey_578,Coronavirus,id_88800.0_wave_21
issue_survey_579,Coronavirus,id_47501.0_wave_20
issue_survey_580,Coronavirus,id_36655.0_wave_20
issue_survey_581,Coronavirus,id_55977.0_wave_22
issue_survey_582,Coronavirus,id_56449.0_wave_20
issue_survey_583,Coronavirus,id_102186.0_wave_20
issue_survey_584,Coronavirus,id_57242.0_wave_20
issue_survey_585,Coronavirus,id_49512.0_wave_20
issue_survey_586,Coronavirus,id_85158.0_wave_20
issue_survey_587,Coronavirus,id_87462.0_wave_21
issue_survey_588,Coronavirus,id_102185.0_wave_20
issue_survey_589,Coronavirus,id_73429.0_wave_22
issue_survey_590,Coronavirus,id_101325.0_wave_20
issue_survey_591,Coronavirus,id_45173.0_wave_21
issue_survey_592,Coronavirus,id_65364.0_wave_20
issue_survey_593,Coronavirus,id_31293.0_wave_21
issue_survey_594,Coronavirus,id_81770.0_wave_22
issue_survey_595,Coronavirus,id_98475.0_wave_20
issue_survey_596,Coronavirus,id_57876.0_wave_20
issue_survey_597,Coronavirus,id_92848.0_wave_21
issue_survey_598,Coronavirus,id_73770.0_wave_21
issue_survey_599,Coronavirus,id_86821.0_wave_20
issue_survey_600,Coronavirus,id_82066.0_wave_20
issue_survey_601,Coronavirus,id_83404.0_wave_20
issue_survey_602,Coronavirus,id_56225.0_wave_21
issue_survey_603,Coronavirus,id_81477.0_wave_20
issue_survey_604,Coronavirus,id_51507.0_wave_22
issue_survey_605,Coronavirus,id_76642.0_wave_21
issue_survey_606,Coronavirus,id_93340.0_wave_20
issue_survey_607,Coronavirus,id_80643.0_wave_22
issue_survey_608,Coronavirus,id_54480.0_wave_22
issue_survey_609,Coronavirus,id_95245.0_wave_21
issue_survey_610,Coronavirus,id_65139.0_wave_21
issue_survey_611,Coronavirus,id_105152.0_wave_22
issue_survey_612,Coronavirus,id_85110.0_wave_20
issue_survey_613,Coronavirus,id_42397.0_wave_20
issue_survey_614,Coronavirus,id_87034.0_wave_20
issue_survey_615,Coronavirus,id_86954.0_wave_20
issue_survey_616,Coronavirus,id_61573.0_wave_20
issue_survey_617,Coronavirus,id_90771.0_wave_20
issue_survey_618,Coronavirus,id_99307.0_wave_20
issue_survey_619,Coronavirus,id_38929.0_wave_21
issue_survey_620,Coronavirus,id_40617.0_wave_20
issue_survey_621,Coronavirus,id_35618.0_wave_21
issue_survey_622,Coronavirus,id_67866.0_wave_21
issue_survey_623,Coronavirus,id_65173.0_wave_21
issue_survey_624,Coronavirus,id_81030.0_wave_21
issue_survey_625,Coronavirus,id_85264.0_wave_22
issue_survey_626,Coronavirus,id_85359.0_wave_20
issue_survey_627,Coronavirus,id_102015.0_wave_21
issue_survey_628,Coronavirus,id_92601.0_wave_20
issue_survey_629,Coronavirus,id_95377.0_wave_20
issue_survey_630,Coronavirus,id_42583.0_wave_21
issue_survey_631,Coronavirus,id_86331.0_wave_21
issue_survey_632,Coronavirus,id_51786.0_wave_21
issue_survey_633,Coronavirus,id_42252.0_wave_20
issue_survey_634,Coronavirus,id_87515.0_wave_20
issue_survey_635,Coronavirus,id_51193.0_wave_21
issue_survey_636,Coronavirus,id_100454.0_wave_22
issue_survey_637,Coronavirus,id_67184.0_wave_20
issue_survey_638,Coronavirus,id_106330.0_wave_22
issue_survey_639,Coronavirus,id_32880.0_wave_21
issue_survey_640,Coronavirus,id_81292.0_wave_21
issue_survey_641,Coronavirus,id_83862.0_wave_21
issue_survey_642,Coronavirus,id_39784.0_wave_20
issue_survey_643,Coronavirus,id_53044.0_wave_20
issue_survey_644,Coronavirus,id_58379.0_wave_21
issue_survey_645,Coronavirus,id_86443.0_wave_20
issue_survey_646,Coronavirus,id_72397.0_wave_20
issue_survey_647,Coronavirus,id_72371.0_wave_20
issue_survey_648,Coronavirus,id_96228.0_wave_21
issue_survey_649,Coronavirus,id_32056.0_wave_21
issue_survey_650,Coronavirus,id_55011.0_wave_21
issue_survey_651,Coronavirus,id_83044.0_wave_22
issue_survey_652,Coronavirus,id_99338.0_wave_20
issue_survey_653,Coronavirus,id_40583.0_wave_21
issue_survey_654,Coronavirus,id_76920.0_wave_22
issue_survey_655,Coronavirus,id_58461.0_wave_21
issue_survey_656,Coronavirus,id_99209.0_wave_21
issue_survey_657,Coronavirus,id_74681.0_wave_20
issue_survey_658,Coronavirus,id_76081.0_wave_20
issue_survey_659,Coronavirus,id_93597.0_wave_22
issue_survey_660,Coronavirus,id_66330.0_wave_21
issue_survey_661,Coronavirus,id_86028.0_wave_22
issue_survey_662,Coronavirus,id_77734.0_wave_20
issue_survey_663,Coronavirus,id_104299.0_wave_22
issue_survey_664,Coronavirus,id_102971.0_wave_22
issue_survey_665,Coronavirus,id_56142.0_wave_22
issue_survey_666,Coronavirus,id_95167.0_wave_22
issue_survey_667,Coronavirus,id_57925.0_wave_20
issue_survey_668,Coronavirus,id_72768.0_wave_20
issue_survey_669,Coronavirus,id_73240.0_wave_22
issue_survey_670,Coronavirus,id_84560.0_wave_21
issue_survey_671,Coronavirus,id_70033.0_wave_22
issue_survey_672,Coronavirus,id_102275.0_wave_20
issue_survey_673,Coronavirus,id_73044.0_wave_20
issue_survey_674,Coronavirus,id_60051.0_wave_21
issue_survey_675,Coronavirus,id_82241.0_wave_21
issue_survey_676,Coronavirus,id_73656.0_wave_21
issue_survey_677,Coronavirus,id_79122.0_wave_20
issue_survey_678,Coronavirus,id_65186.0_wave_22
issue_survey_679,Coronavirus,id_103270.0_wave_21
issue_survey_680,Coronavirus,id_105394.0_wave_21
issue_survey_681,Coronavirus,id_90867.0_wave_21
issue_survey_682,Coronavirus,id_102943.0_wave_21
issue_survey_683,Coronavirus,id_90845.0_wave_21
issue_survey_684,Coronavirus,id_84647.0_wave_22
issue_survey_685,Coronavirus,id_71473.0_wave_21
issue_survey_686,Coronavirus,id_77677.0_wave_22
issue_survey_687,Coronavirus,id_100799.0_wave_21
issue_survey_688,Coronavirus,id_65929.0_wave_20
issue_survey_689,Coronavirus,id_52675.0_wave_20
issue_survey_690,Coronavirus,id_102717.0_wave_21
issue_survey_691,Coronavirus,id_70904.0_wave_20
issue_survey_692,Coronavirus,id_76898.0_wave_21
issue_survey_693,Coronavirus,id_38337.0_wave_22
issue_survey_694,Coronavirus,id_77789.0_wave_22
issue_survey_695,Coronavirus,id_88024.0_wave_21
issue_survey_696,Coronavirus,id_90289.0_wave_22
issue_survey_697,Coronavirus,id_44943.0_wave_21
issue_survey_698,Coronavirus,id_35145.0_wave_20
issue_survey_699,Coronavirus,id_71980.0_wave_20
issue_survey_700,Coronavirus,id_78661.0_wave_22
issue_survey_701,Coronavirus,id_79396.0_wave_21
issue_survey_702,Coronavirus,id_77365.0_wave_22
issue_survey_703,Coronavirus,id_95010.0_wave_21
issue_survey_704,Coronavirus,id_66778.0_wave_20
issue_survey_705,Coronavirus,id_47582.0_wave_21
issue_survey_706,Coronavirus,id_63195.0_wave_21
issue_survey_707,Coronavirus,id_88444.0_wave_22
issue_survey_708,Coronavirus,id_44198.0_wave_21
issue_survey_709,Coronavirus,id_49157.0_wave_21
issue_survey_710,Coronavirus,id_61749.0_wave_22
issue_survey_711,Coronavirus,id_92310.0_wave_22
issue_survey_712,Coronavirus,id_49393.0_wave_22
issue_survey_713,Coronavirus,id_43612.0_wave_21
issue_survey_714,Coronavirus,id_89983.0_wave_21
issue_survey_715,Coronavirus,id_97790.0_wave_20
issue_survey_716,Coronavirus,id_73378.0_wave_21
issue_survey_717,Coronavirus,id_84997.0_wave_21
issue_survey_718,Coronavirus,id_43987.0_wave_22
issue_survey_719,Coronavirus,id_74995.0_wave_21
issue_survey_720,Coronavirus,id_47740.0_wave_22
issue_survey_721,Coronavirus,id_87228.0_wave_22
issue_survey_722,Coronavirus,id_44820.0_wave_21
issue_survey_723,Coronavirus,id_90073.0_wave_21
issue_survey_724,Coronavirus,id_60381.0_wave_20
issue_survey_725,Coronavirus,id_47769.0_wave_22
issue_survey_726,Coronavirus,id_102503.0_wave_21
issue_survey_727,Coronavirus,id_78383.0_wave_22
issue_survey_728,Coronavirus,id_82799.0_wave_20
issue_survey_729,Coronavirus,id_103219.0_wave_21
issue_survey_730,Coronavirus,id_58862.0_wave_20
issue_survey_731,Coronavirus,id_30920.0_wave_21
issue_survey_732,Coronavirus,id_98727.0_wave_20
issue_survey_733,Coronavirus,id_34596.0_wave_20
issue_survey_734,Coronavirus,id_97809.0_wave_21
issue_survey_735,Coronavirus,id_64037.0_wave_22
issue_survey_736,Coronavirus,id_70546.0_wave_21
issue_survey_737,Coronavirus,id_81684.0_wave_21
issue_survey_738,Coronavirus,id_67547.0_wave_22
issue_survey_739,Coronavirus,id_56689.0_wave_21
issue_survey_740,Coronavirus,id_51681.0_wave_21
issue_survey_741,Coronavirus,id_83588.0_wave_21
issue_survey_742,Coronavirus,id_53650.0_wave_23
issue_survey_743,Coronavirus,id_40158.0_wave_20
issue_survey_744,Coronavirus,id_86861.0_wave_20
issue_survey_745,Coronavirus,id_91911.0_wave_20
issue_survey_746,Coronavirus,id_70708.0_wave_22
issue_survey_747,Coronavirus,id_65511.0_wave_20
issue_survey_748,Coronavirus,id_61755.0_wave_21
issue_survey_749,Coronavirus,id_51279.0_wave_20
issue_survey_750,Coronavirus,id_53900.0_wave_21
issue_survey_751,Coronavirus,id_55835.0_wave_20
issue_survey_752,Coronavirus,id_89838.0_wave_21
issue_survey_753,Coronavirus,id_47718.0_wave_21
issue_survey_754,Coronavirus,id_80056.0_wave_22
issue_survey_755,Coronavirus,id_53554.0_wave_21
issue_survey_756,Coronavirus,id_96681.0_wave_21
issue_survey_757,Coronavirus,id_41570.0_wave_21
issue_survey_758,Coronavirus,id_81570.0_wave_21
issue_survey_759,Coronavirus,id_77447.0_wave_21
issue_survey_760,Coronavirus,id_46892.0_wave_20
issue_survey_761,Coronavirus,id_72065.0_wave_21
issue_survey_762,Coronavirus,id_44501.0_wave_22
issue_survey_763,Coronavirus,id_52214.0_wave_22
issue_survey_764,Coronavirus,id_40802.0_wave_20
issue_survey_765,Coronavirus,id_96681.0_wave_22
issue_survey_766,Coronavirus,id_46951.0_wave_20
issue_survey_767,Coronavirus,id_74687.0_wave_20
issue_survey_768,Coronavirus,id_68082.0_wave_22
issue_survey_769,Coronavirus,id_100052.0_wave_20
issue_survey_770,Coronavirus,id_55536.0_wave_20
issue_survey_771,Coronavirus,id_37800.0_wave_20
issue_survey_772,Coronavirus,id_56486.0_wave_20
issue_survey_773,Coronavirus,id_98697.0_wave_21
issue_survey_774,Coronavirus,id_61064.0_wave_20
issue_survey_775,Coronavirus,id_97385.0_wave_21
issue_survey_776,Coronavirus,id_86217.0_wave_20
issue_survey_777,Coronavirus,id_97539.0_wave_21
issue_survey_778,Coronavirus,id_61698.0_wave_20
issue_survey_779,Coronavirus,id_51005.0_wave_22
issue_survey_780,Coronavirus,id_96291.0_wave_20
issue_survey_781,Coronavirus,id_90222.0_wave_20
issue_survey_782,Coronavirus,id_82008.0_wave_22
issue_survey_783,Coronavirus,id_87960.0_wave_20
issue_survey_784,Coronavirus,id_60615.0_wave_22
issue_survey_785,Coronavirus,id_89902.0_wave_20
issue_survey_786,Coronavirus,id_58866.0_wave_21
issue_survey_787,Coronavirus,id_81623.0_wave_22
issue_survey_788,Coronavirus,id_66615.0_wave_20
issue_survey_789,Coronavirus,id_45644.0_wave_20
issue_survey_790,Coronavirus,id_94581.0_wave_20
issue_survey_791,Coronavirus,id_46861.0_wave_21
issue_survey_792,Coronavirus,id_26697.0_wave_22
issue_survey_793,Coronavirus,id_25458.0_wave_23
issue_survey_794,Coronavirus,id_17456.0_wave_22
issue_survey_795,Coronavirus,id_16728.0_wave_22
issue_survey_796,Coronavirus,id_5158.0_wave_21
issue_survey_797,Coronavirus,id_23456.0_wave_22
issue_survey_798,Coronavirus,id_10944.0_wave_22
issue_survey_799,Coronavirus,id_13098.0_wave_22
issue_survey_800,Coronavirus,id_10446.0_wave_20
issue_survey_801,Coronavirus,id_3877.0_wave_20
issue_survey_802,Coronavirus,id_235.0_wave_21
issue_survey_803,Coronavirus,id_20140.0_wave_22
issue_survey_804,Coronavirus,id_25329.0_wave_20
issue_survey_805,Coronavirus,id_24955.0_wave_20
issue_survey_806,Coronavirus,id_2107.0_wave_21
issue_survey_807,Coronavirus,id_10133.0_wave_20
issue_survey_808,Coronavirus,id_18985.0_wave_20
issue_survey_809,Coronavirus,id_13095.0_wave_21
issue_survey_810,Coronavirus,id_5589.0_wave_22
issue_survey_811,Coronavirus,id_6425.0_wave_20
issue_survey_812,Coronavirus,id_1229.0_wave_21
issue_survey_813,Coronavirus,id_445.0_wave_21
issue_survey_814,Coronavirus,id_8351.0_wave_21
issue_survey_815,Coronavirus,id_20484.0_wave_20
issue_survey_816,Coronavirus,id_12208.0_wave_21
issue_survey_817,Coronavirus,id_2946.0_wave_20
issue_survey_818,Coronavirus,id_1325.0_wave_21
issue_survey_819,Coronavirus,id_8441.0_wave_20
issue_survey_820,Coronavirus,id_17197.0_wave_20
issue_survey_821,Coronavirus,id_19571.0_wave_20
issue_survey_822,Coronavirus,id_6462.0_wave_20
issue_survey_823,Coronavirus,id_12367.0_wave_21
issue_survey_824,Coronavirus,id_14191.0_wave_21
issue_survey_825,Coronavirus,id_65.0_wave_21
issue_survey_826,Coronavirus,id_17831.0_wave_21
issue_survey_827,Coronavirus,id_3772.0_wave_22
issue_survey_828,Coronavirus,id_21602.0_wave_22
issue_survey_829,Coronavirus,id_3895.0_wave_25
issue_survey_830,Coronavirus,id_1240.0_wave_20
issue_survey_831,Coronavirus,id_18066.0_wave_20
issue_survey_832,Coronavirus,id_630.0_wave_20
issue_survey_833,Coronavirus,id_1151.0_wave_21
issue_survey_834,Coronavirus,id_21631.0_wave_21
issue_survey_835,Coronavirus,id_17519.0_wave_22
issue_survey_836,Coronavirus,id_6399.0_wave_22
issue_survey_837,Coronavirus,id_13627.0_wave_22
issue_survey_838,Coronavirus,id_26525.0_wave_22
issue_survey_839,Coronavirus,id_14206.0_wave_20
issue_survey_840,Coronavirus,id_4211.0_wave_22
issue_survey_841,Coronavirus,id_11642.0_wave_21
issue_survey_842,Coronavirus,id_16816.0_wave_22
issue_survey_843,Coronavirus,id_971.0_wave_21
issue_survey_844,Coronavirus,id_11026.0_wave_20
issue_survey_845,Coronavirus,id_6477.0_wave_20
issue_survey_846,Coronavirus,id_23566.0_wave_22
issue_survey_847,Coronavirus,id_1986.0_wave_20
issue_survey_848,Coronavirus,id_30896.0_wave_21
issue_survey_849,Coronavirus,id_45719.0_wave_21
issue_survey_850,Coronavirus,id_78671.0_wave_22
issue_survey_851,Coronavirus,id_96951.0_wave_20
issue_survey_852,Coronavirus,id_100106.0_wave_21
issue_survey_853,Coronavirus,id_99163.0_wave_21
issue_survey_854,Coronavirus,id_92933.0_wave_20
issue_survey_855,Coronavirus,id_102581.0_wave_20
issue_survey_856,Coronavirus,id_59624.0_wave_20
issue_survey_857,Coronavirus,id_82305.0_wave_20
issue_survey_858,Coronavirus,id_55263.0_wave_22
issue_survey_859,Coronavirus,id_44033.0_wave_21
issue_survey_860,Coronavirus,id_106490.0_wave_22
issue_survey_861,Coronavirus,id_81596.0_wave_20
issue_survey_862,Coronavirus,id_55243.0_wave_20
issue_survey_863,Coronavirus,id_95649.0_wave_22
issue_survey_864,Coronavirus,id_85305.0_wave_21
issue_survey_865,Coronavirus,id_58745.0_wave_20
issue_survey_866,Coronavirus,id_102420.0_wave_20
issue_survey_867,Coronavirus,id_69435.0_wave_21
issue_survey_868,Coronavirus,id_65093.0_wave_20
issue_survey_869,Coronavirus,id_73416.0_wave_20
issue_survey_870,Coronavirus,id_97609.0_wave_21
issue_survey_871,Coronavirus,id_103083.0_wave_21
issue_survey_872,Coronavirus,id_105870.0_wave_21
issue_survey_873,Coronavirus,id_58961.0_wave_21
issue_survey_874,Coronavirus,id_71346.0_wave_21
issue_survey_875,Coronavirus,id_62342.0_wave_20
issue_survey_876,Coronavirus,id_90410.0_wave_21
issue_survey_877,Coronavirus,id_99934.0_wave_22
issue_survey_878,Coronavirus,id_58897.0_wave_20
issue_survey_879,Coronavirus,id_65927.0_wave_20
issue_survey_880,Coronavirus,id_85969.0_wave_22
issue_survey_881,Coronavirus,id_103609.0_wave_21
issue_survey_882,Coronavirus,id_45602.0_wave_22
issue_survey_883,Coronavirus,id_44627.0_wave_20
issue_survey_884,Coronavirus,id_84799.0_wave_22
issue_survey_885,Coronavirus,id_56370.0_wave_20
issue_survey_886,Coronavirus,id_58613.0_wave_20
issue_survey_887,Coronavirus,id_102254.0_wave_21
issue_survey_888,Coronavirus,id_106406.0_wave_22
issue_survey_889,Coronavirus,id_30697.0_wave_21
issue_survey_890,Coronavirus,id_96943.0_wave_21
issue_survey_891,Coronavirus,id_84800.0_wave_21
issue_survey_892,Coronavirus,id_54992.0_wave_20
issue_survey_893,Coronavirus,id_99120.0_wave_20
issue_survey_894,Coronavirus,id_43878.0_wave_21
issue_survey_895,Coronavirus,id_94215.0_wave_21
issue_survey_896,Coronavirus,id_98753.0_wave_20
issue_survey_897,Coronavirus,id_86649.0_wave_21
issue_survey_898,Coronavirus,id_100513.0_wave_20
issue_survey_899,Coronavirus,id_86641.0_wave_20
issue_survey_900,Coronavirus,id_80232.0_wave_20
issue_survey_901,Coronavirus,id_47074.0_wave_22
issue_survey_902,Coronavirus,id_81497.0_wave_21
issue_survey_903,Coronavirus,id_96708.0_wave_20
issue_survey_904,Coronavirus,id_105221.0_wave_21
issue_survey_905,Coronavirus,id_59385.0_wave_21
issue_survey_906,Coronavirus,id_72943.0_wave_21
issue_survey_907,Coronavirus,id_61712.0_wave_20
issue_survey_908,Coronavirus,id_102218.0_wave_21
issue_survey_909,Coronavirus,id_51228.0_wave_22
issue_survey_910,Coronavirus,id_60575.0_wave_20
issue_survey_911,Coronavirus,id_43573.0_wave_21
issue_survey_912,Coronavirus,id_103299.0_wave_21
issue_survey_913,Coronavirus,id_74105.0_wave_20
issue_survey_914,Coronavirus,id_54797.0_wave_21
issue_survey_915,Coronavirus,id_44331.0_wave_20
issue_survey_916,Coronavirus,id_49999.0_wave_20
issue_survey_917,Coronavirus,id_88174.0_wave_22
issue_survey_918,Coronavirus,id_46499.0_wave_22
issue_survey_919,Coronavirus,id_43673.0_wave_22
issue_survey_920,Coronavirus,id_42983.0_wave_20
issue_survey_921,Coronavirus,id_54222.0_wave_22
issue_survey_922,Coronavirus,id_59729.0_wave_22
issue_survey_923,Coronavirus,id_74985.0_wave_20
issue_survey_924,Coronavirus,id_72231.0_wave_21
issue_survey_925,Coronavirus,id_73755.0_wave_21
issue_survey_926,Coronavirus,id_92565.0_wave_20
issue_survey_927,Coronavirus,id_105140.0_wave_22
issue_survey_928,Coronavirus,id_57637.0_wave_22
issue_survey_929,Coronavirus,id_56083.0_wave_21
issue_survey_930,Coronavirus,id_72434.0_wave_22
issue_survey_931,Coronavirus,id_88083.0_wave_20
issue_survey_932,Coronavirus,id_30953.0_wave_21
issue_survey_933,Coronavirus,id_65493.0_wave_20
issue_survey_934,Coronavirus,id_84800.0_wave_22
issue_survey_935,Coronavirus,id_91640.0_wave_20
issue_survey_936,Coronavirus,id_39690.0_wave_22
issue_survey_937,Coronavirus,id_31644.0_wave_22
issue_survey_938,Coronavirus,id_48066.0_wave_20
issue_survey_939,Coronavirus,id_97593.0_wave_20
issue_survey_940,Coronavirus,id_42438.0_wave_20
issue_survey_941,Coronavirus,id_99934.0_wave_20
issue_survey_942,Coronavirus,id_56961.0_wave_22
issue_survey_943,Coronavirus,id_81389.0_wave_20
issue_survey_944,Coronavirus,id_96923.0_wave_21
issue_survey_945,Coronavirus,id_106954.0_wave_22
issue_survey_946,Coronavirus,id_38313.0_wave_22
issue_survey_947,Coronavirus,id_90228.0_wave_22
issue_survey_948,Coronavirus,id_100878.0_wave_20
issue_survey_949,Coronavirus,id_91392.0_wave_20
issue_survey_950,Coronavirus,id_53059.0_wave_21
issue_survey_951,Coronavirus,id_67668.0_wave_22
issue_survey_952,Coronavirus,id_105696.0_wave_21
issue_survey_953,Coronavirus,id_81277.0_wave_21
